genome_id	genus	species	source_type
LABG_001864	Lactobacillus	Lactobacillus paragasseri	human
LABG_001865	Lactobacillus	Lactobacillus delbrueckii	food
LABG_001866	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_001867	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001868	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001869	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001870	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001871	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001872	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_001873	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001874	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_001875	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_001876	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001877	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_001878	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001879	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001880	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001881	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001882	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001883	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001884	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_001885	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_001886	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001887	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001888	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001889	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001890	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001891	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001892	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001893	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001894	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001895	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_001896	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001897	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001898	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001899	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001900	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_001901	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_001902	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_001903	Lentilactobacillus	Lentilactobacillus otakiensis	other
LABG_001904	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_001905	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_001906	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_001907	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_001908	Weissella	Weissella halotolerans	other
LABG_001909	Lactobacillus	Lactobacillus helveticus	other
LABG_001910	Ligilactobacillus	Ligilactobacillus ceti	other
LABG_001911	Ligilactobacillus	Ligilactobacillus saerimneri	animal
LABG_001912	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	other
LABG_001913	Lactobacillus	Lactobacillus psittaci	other
LABG_001914	Oenococcus	Oenococcus kitaharae	other
LABG_001915	Furfurilactobacillus	Furfurilactobacillus rossiae	other
LABG_001916	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_001917	Limosilactobacillus	Limosilactobacillus reuteri_J	other
LABG_001918	Lactobacillus	Lactobacillus gasseri	human
LABG_001919	Lactobacillus	Lactobacillus gasseri	human
LABG_001920	Lactobacillus	Lactobacillus amylovorus	human
LABG_001921	Lactobacillus	Lactobacillus acidophilus	other
LABG_001922	Lactobacillus	Lactobacillus acidophilus	other
LABG_001923	Leuconostoc	Leuconostoc mesenteroides	food
LABG_001924	Lactiplantibacillus	Lactiplantibacillus plantarum_A	food
LABG_001925	Lactiplantibacillus	Lactiplantibacillus plantarum_A	food
LABG_001926	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_001927	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_001928	Lactobacillus	Lactobacillus jensenii	human
LABG_001929	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_001930	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_001931	Lactobacillus	Lactobacillus crispatus	human
LABG_001932	Lactobacillus	Lactobacillus crispatus	human
LABG_001933	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_001934	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_001935	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_001936	Lactiplantibacillus	Lactiplantibacillus paraplantarum	food
LABG_001937	Schleiferilactobacillus	Schleiferilactobacillus shenzhenensis	food
LABG_001938	Levilactobacillus	Levilactobacillus brevis	human
LABG_001939	Lactobacillus	Lactobacillus acidophilus	other
LABG_001940	Lactobacillus	Lactobacillus acidophilus	other
LABG_001941	Lactobacillus	Lactobacillus acidophilus	other
LABG_001942	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_001943	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_001944	Lactiplantibacillus	Lactiplantibacillus plantarum	human
LABG_001945	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001946	Levilactobacillus	Levilactobacillus brevis	food
LABG_001947	Lactiplantibacillus	Lactiplantibacillus plantarum	animal
LABG_001948	Limosilactobacillus	Limosilactobacillus fermentum	food
LABG_001949	Latilactobacillus	Latilactobacillus sakei	other
LABG_001950	Latilactobacillus	Latilactobacillus sakei	other
LABG_001951	Lactobacillus	Lactobacillus helveticus	other
LABG_001952	Lactobacillus	Lactobacillus helveticus	other
LABG_001953	Lactobacillus	Lactobacillus helveticus	other
LABG_001954	Lactobacillus	Lactobacillus helveticus	other
LABG_001955	Lactobacillus	Lactobacillus helveticus	other
LABG_001956	Pediococcus	Pediococcus pentosaceus	other
LABG_001957	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_001958	Lactobacillus	Lactobacillus crispatus	human
LABG_001959	Lactobacillus	Lactobacillus acidophilus	food
LABG_001960	Lactobacillus	Lactobacillus sp910589675	animal
LABG_001961	Lactiplantibacillus	Lactiplantibacillus fabifermentans	food
LABG_001962	Lactiplantibacillus	Lactiplantibacillus fabifermentans	food
LABG_001963	Ligilactobacillus	Ligilactobacillus equi	animal
LABG_001964	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_001965	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_001966	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_001967	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_001968	Levilactobacillus	Levilactobacillus namurensis_A	other
LABG_001969	Fructilactobacillus	Fructilactobacillus florum	food
LABG_001970	Leuconostoc	Leuconostoc mesenteroides	other
LABG_001971	Lactobacillus	Lactobacillus helveticus	other
LABG_001972	Levilactobacillus	Levilactobacillus brevis	other
LABG_001973	Pediococcus	Pediococcus acidilactici	other
LABG_001974	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_001975	Lactiplantibacillus	Lactiplantibacillus fabifermentans	food
LABG_001976	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001977	Lentilactobacillus	Lentilactobacillus farraginis	other
LABG_001978	Agrilactobacillus	Agrilactobacillus composti	other
LABG_001979	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_001980	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_001981	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_001982	Liquorilactobacillus	Liquorilactobacillus sucicola	other
LABG_001983	Lactobacillus	Lactobacillus gallinarum	other
LABG_001984	Lactobacillus	Lactobacillus delbrueckii	other
LABG_001985	Lactobacillus	Lactobacillus gasseri	other
LABG_001986	Lactobacillus	Lactobacillus acidophilus	other
LABG_001987	Lacticaseibacillus	Lacticaseibacillus casei	other
LABG_001988	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_001989	Lactobacillus	Lactobacillus kitasatonis	other
LABG_001990	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_001991	Latilactobacillus	Latilactobacillus sakei	other
LABG_001992	Lactobacillus	Lactobacillus hamsteri	other
LABG_001993	Lactobacillus	Lactobacillus kefiranofaciens	other
LABG_001994	Companilactobacillus	Companilactobacillus paralimentarius	other
LABG_001995	Ligilactobacillus	Ligilactobacillus equi	other
LABG_001996	Latilactobacillus	Latilactobacillus fuchuensis	other
LABG_001997	Ligilactobacillus	Ligilactobacillus hayakitensis	other
LABG_001998	Ligilactobacillus	Ligilactobacillus apodemi	other
LABG_001999	Companilactobacillus	Companilactobacillus nodensis	other
LABG_002000	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002001	Ligilactobacillus	Ligilactobacillus animalis	food
LABG_002002	Leuconostoc	Leuconostoc falkenbergense	food
LABG_002003	Leuconostoc	Leuconostoc falkenbergense	food
LABG_002004	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_002005	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_002006	Weissella	Weissella oryzae	other
LABG_002007	Weissella	Weissella oryzae	other
LABG_002008	Oenococcus	Oenococcus oeni	other
LABG_002009	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002010	Pediococcus	Pediococcus pentosaceus	human
LABG_002011	Pediococcus	Pediococcus pentosaceus	human
LABG_002012	Leuconostoc	Leuconostoc lactis	food
LABG_002013	Oenococcus	Oenococcus oeni	food
LABG_002014	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_002015	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_002016	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_002017	Limosilactobacillus	Limosilactobacillus rodentium	food
LABG_002018	Limosilactobacillus	Limosilactobacillus rodentium	food
LABG_002019	Limosilactobacillus	Limosilactobacillus rodentium	food
LABG_002020	Weissella	Weissella sagaensis	other
LABG_002021	Oenococcus	Oenococcus oeni	food
LABG_002022	Oenococcus	Oenococcus oeni	food
LABG_002023	Limosilactobacillus	Limosilactobacillus rodentium	food
LABG_002024	Limosilactobacillus	Limosilactobacillus rodentium	food
LABG_002025	Oenococcus	Oenococcus oeni	food
LABG_002026	Oenococcus	Oenococcus oeni	food
LABG_002027	Oenococcus	Oenococcus oeni	food
LABG_002028	Oenococcus	Oenococcus oeni	food
LABG_002029	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002030	Weissella	Weissella tructae	food
LABG_002031	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002032	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_002033	Secundilactobacillus	Secundilactobacillus oryzae	other
LABG_002034	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_002035	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002036	Lactiplantibacillus	Lactiplantibacillus plantarum	animal
LABG_002037	Weissella	Weissella tructae	food
LABG_002038	Weissella	Weissella tructae	food
LABG_002039	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002040	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002041	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002042	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002043	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002044	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002045	Latilactobacillus	Latilactobacillus sakei	food
LABG_002046	Leuconostoc	Leuconostoc mesenteroides	food
LABG_002047	Lactiplantibacillus	Lactiplantibacillus paraplantarum	food
LABG_002048	Limosilactobacillus	Limosilactobacillus reuteri	food
LABG_002049	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_002050	Lactobacillus	Lactobacillus huangpiensis	animal
LABG_002051	Lactobacillus	Lactobacillus helsingborgensis	animal
LABG_002052	Oenococcus	Oenococcus oeni	food
LABG_002053	Oenococcus	Oenococcus oeni	food
LABG_002054	Oenococcus	Oenococcus oeni	food
LABG_002055	Oenococcus	Oenococcus oeni	food
LABG_002056	Oenococcus	Oenococcus oeni	other
LABG_002057	Oenococcus	Oenococcus oeni	other
LABG_002058	Oenococcus	Oenococcus oeni	other
LABG_002059	Oenococcus	Oenococcus oeni	other
LABG_002060	Oenococcus	Oenococcus oeni	food
LABG_002061	Oenococcus	Oenococcus oeni	food
LABG_002062	Oenococcus	Oenococcus oeni	food
LABG_002063	Oenococcus	Oenococcus oeni	food
LABG_002064	Oenococcus	Oenococcus oeni	food
LABG_002065	Oenococcus	Oenococcus oeni	food
LABG_002066	Oenococcus	Oenococcus oeni	other
LABG_002067	Oenococcus	Oenococcus oeni	other
LABG_002068	Oenococcus	Oenococcus oeni	food
LABG_002069	Oenococcus	Oenococcus oeni	food
LABG_002070	Oenococcus	Oenococcus oeni	food
LABG_002071	Oenococcus	Oenococcus oeni	food
LABG_002072	Oenococcus	Oenococcus oeni	food
LABG_002073	Oenococcus	Oenococcus oeni	food
LABG_002074	Oenococcus	Oenococcus oeni	other
LABG_002075	Oenococcus	Oenococcus oeni	food
LABG_002076	Oenococcus	Oenococcus oeni	food
LABG_002077	Oenococcus	Oenococcus oeni	food
LABG_002078	Oenococcus	Oenococcus oeni	other
LABG_002079	Oenococcus	Oenococcus oeni	food
LABG_002080	Oenococcus	Oenococcus oeni	food
LABG_002081	Oenococcus	Oenococcus oeni	other
LABG_002082	Oenococcus	Oenococcus oeni	food
LABG_002083	Oenococcus	Oenococcus oeni	food
LABG_002084	Oenococcus	Oenococcus oeni	food
LABG_002085	Oenococcus	Oenococcus oeni	food
LABG_002086	Lactiplantibacillus	Lactiplantibacillus plantarum	human
LABG_002087	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002088	Lactobacillus	Lactobacillus helveticus	food
LABG_002089	Lactobacillus	Lactobacillus helveticus	food
LABG_002090	Limosilactobacillus	Limosilactobacillus mucosae	human
LABG_002091	Oenococcus	Oenococcus oeni	food
LABG_002092	Oenococcus	Oenococcus oeni	food
LABG_002093	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002094	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002095	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002096	Levilactobacillus	Levilactobacillus brevis	other
LABG_002097	Lentilactobacillus	Lentilactobacillus curieae	food
LABG_002098	Lentilactobacillus	Lentilactobacillus curieae	food
LABG_002099	Lactobacillus	Lactobacillus acidophilus	human
LABG_002100	Leuconostoc	Leuconostoc mesenteroides	other
LABG_002101	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_002102	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002103	Latilactobacillus	Latilactobacillus curvatus	other
LABG_002104	Levilactobacillus	Levilactobacillus brevis	food
LABG_002105	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_002106	Lacticaseibacillus	Lacticaseibacillus casei	food
LABG_002107	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002108	Levilactobacillus	Levilactobacillus brevis	animal
LABG_002109	Fructilactobacillus	Fructilactobacillus fructivorans	animal
LABG_002110	Leuconostoc	Leuconostoc citreum	other
LABG_002111	Leuconostoc	Leuconostoc citreum	other
LABG_002112	Leuconostoc	Leuconostoc citreum	other
LABG_002113	Leuconostoc	Leuconostoc citreum	other
LABG_002114	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_002115	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_002116	Lacticaseibacillus	Lacticaseibacillus casei	other
LABG_002117	Paucilactobacillus	Paucilactobacillus hokkaidonensis	other
LABG_002118	Apilactobacillus	Apilactobacillus waqarii	food
LABG_002119	Lactiplantibacillus	Lactiplantibacillus plantarum	human
LABG_002120	Companilactobacillus	Companilactobacillus heilongjiangensis	food
LABG_002121	Companilactobacillus	Companilactobacillus heilongjiangensis	food
LABG_002122	Companilactobacillus	Companilactobacillus heilongjiangensis	food
LABG_002123	Levilactobacillus	Levilactobacillus brevis	food
LABG_002124	Levilactobacillus	Levilactobacillus brevis	food
LABG_002125	Levilactobacillus	Levilactobacillus brevis	food
LABG_002126	Levilactobacillus	Levilactobacillus brevis	human
LABG_002127	Paucilactobacillus	Paucilactobacillus wasatchensis	food
LABG_002128	Weissella	Weissella cibaria	other
LABG_002129	Weissella	Weissella cibaria	other
LABG_002130	Weissella	Weissella cibaria	other
LABG_002131	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002132	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002133	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002134	Lactobacillus	Lactobacillus acidophilus	food
LABG_002135	Lactobacillus	Lactobacillus delbrueckii	food
LABG_002136	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_002137	Lactiplantibacillus	Lactiplantibacillus plantarum	human
LABG_002138	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_002139	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_002140	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_002141	Lactobacillus	Lactobacillus helveticus	other
LABG_002142	Pediococcus	Pediococcus damnosus	food
LABG_002143	Levilactobacillus	Levilactobacillus spicheri	food
LABG_002144	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002145	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_002146	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_002147	Lactobacillus	Lactobacillus kullabergensis	animal
LABG_002148	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_002149	Lactobacillus	Lactobacillus apis_A	animal
LABG_002150	Lactobacillus	Lactobacillus kimbladii	animal
LABG_002151	Lactobacillus	Lactobacillus melliventris	animal
LABG_002152	Bombilactobacillus	Bombilactobacillus mellifer	animal
LABG_002153	Lactobacillus	Lactobacillus helsingborgensis	animal
LABG_002154	Lactobacillus	Lactobacillus amylovorus	human
LABG_002155	Lacticaseibacillus	Lacticaseibacillus rhamnosus	animal
LABG_002156	Lactiplantibacillus	Lactiplantibacillus plantarum	human
LABG_002157	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002158	Lactobacillus	Lactobacillus helveticus	other
LABG_002159	Lactobacillus	Lactobacillus amylovorus	animal
LABG_002160	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_002161	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_002162	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_002163	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_002164	Limosilactobacillus	Limosilactobacillus fermentum	other
LABG_002165	Limosilactobacillus	Limosilactobacillus fermentum	other
LABG_002166	Levilactobacillus	Levilactobacillus brevis	human
LABG_002167	Levilactobacillus	Levilactobacillus brevis	human
LABG_002168	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_002169	Lactobacillus	Lactobacillus mulieris	other
LABG_002170	Lactobacillus	Lactobacillus jensenii	other
LABG_002171	Lactobacillus	Lactobacillus mulieris	other
LABG_002172	Lactobacillus	Lactobacillus jensenii	other
LABG_002173	Lactobacillus	Lactobacillus mulieris	other
LABG_002174	Lactobacillus	Lactobacillus mulieris	other
LABG_002175	Lacticaseibacillus	Lacticaseibacillus zeae	human
LABG_002176	Limosilactobacillus	Limosilactobacillus panis	food
LABG_002177	Fructobacillus	Fructobacillus cardui	food
LABG_002178	Lactiplantibacillus	Lactiplantibacillus herbarum	food
LABG_002179	Limosilactobacillus	Limosilactobacillus fermentum	other
LABG_002180	Limosilactobacillus	Limosilactobacillus mucosae	other
LABG_002181	Lactobacillus	Lactobacillus acetotolerans	other
LABG_002182	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002183	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_002184	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002185	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002186	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_002187	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_002188	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_002189	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_002190	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002191	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002192	Oenococcus	Oenococcus oeni	food
LABG_002193	Oenococcus	Oenococcus oeni	food
LABG_002194	Oenococcus	Oenococcus oeni	food
LABG_002195	Oenococcus	Oenococcus oeni	food
LABG_002196	Companilactobacillus	Companilactobacillus pabuli	animal
LABG_002197	Limosilactobacillus	Limosilactobacillus reuteri	human
LABG_002198	Fructobacillus	Fructobacillus ficulneus	other
LABG_002199	Fructobacillus	Fructobacillus ficulneus	other
LABG_002200	Fructobacillus	Fructobacillus fructosus	other
LABG_002201	Fructobacillus	Fructobacillus fructosus	other
LABG_002202	Fructobacillus	Fructobacillus pseudoficulneus	other
LABG_002203	Fructobacillus	Fructobacillus pseudoficulneus	other
LABG_002204	Fructobacillus	Fructobacillus tropaeoli	other
LABG_002205	Fructobacillus	Fructobacillus tropaeoli	other
LABG_002206	Leuconostoc	Leuconostoc mesenteroides	food
LABG_002207	Levilactobacillus	Levilactobacillus koreensis	food
LABG_002208	Companilactobacillus	Companilactobacillus ginsenosidimutans	food
LABG_002209	Leuconostoc	Leuconostoc lactis	human
LABG_002210	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_002211	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_002212	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002213	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002214	Lactobacillus	Lactobacillus gasseri	human
LABG_002215	Lactobacillus	Lactobacillus gasseri	human
LABG_002216	Lactobacillus	Lactobacillus paragasseri	human
LABG_002217	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002218	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_002219	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002220	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002221	Lactobacillus	Lactobacillus gasseri	human
LABG_002222	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002223	Lactobacillus	Lactobacillus gasseri	human
LABG_002224	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_002225	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_002226	Lacticaseibacillus	Lacticaseibacillus casei	human
LABG_002227	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002228	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002229	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002230	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002231	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_002232	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002233	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002234	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002235	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002236	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002237	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002238	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002239	Lactobacillus	Lactobacillus paragasseri	human
LABG_002240	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_002241	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_002242	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_002243	Leuconostoc	Leuconostoc citreum	human
LABG_002244	Leuconostoc	Leuconostoc mesenteroides	food
LABG_002245	Leuconostoc	Leuconostoc mesenteroides	food
LABG_002246	Leuconostoc	Leuconostoc mesenteroides	food
LABG_002247	Companilactobacillus	Companilactobacillus pabuli	other
LABG_002248	Lactiplantibacillus	Lactiplantibacillus pentosus	food
LABG_002249	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002250	Lactobacillus	Lactobacillus delbrueckii	food
LABG_002251	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_002252	Ligilactobacillus	Ligilactobacillus agilis	other
LABG_002253	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_002254	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002255	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_002256	Lactobacillus	Lactobacillus sp910589675	animal
LABG_002257	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_002258	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_002259	Lactiplantibacillus	Lactiplantibacillus plantarum	animal
LABG_002260	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002261	Apilactobacillus	Apilactobacillus kunkeei	animal
LABG_002262	Apilactobacillus	Apilactobacillus apinorum	animal
LABG_002263	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_002264	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_002265	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_002266	Apilactobacillus	Apilactobacillus kunkeei	food
LABG_002267	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_002268	Limosilactobacillus	Limosilactobacillus gorillae	other
LABG_002269	Pediococcus	Pediococcus acidilactici	food
LABG_002270	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002271	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_002272	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_002273	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002274	Lactiplantibacillus	Lactiplantibacillus plantarum	animal
LABG_002275	Weissella	Weissella cibaria	food
LABG_002276	Weissella	Weissella cibaria	food
LABG_002277	Apilactobacillus	Apilactobacillus kunkeei	other
LABG_002278	Apilactobacillus	Apilactobacillus kunkeei_C	other
LABG_002279	Apilactobacillus	Apilactobacillus zhangqiuensis	animal
LABG_002280	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_002281	Lactobacillus	Lactobacillus helveticus	food
LABG_002282	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_002283	Lacticaseibacillus	Lacticaseibacillus sharpeae	other
LABG_002284	Secundilactobacillus	Secundilactobacillus similis	other
LABG_002285	Companilactobacillus	Companilactobacillus kimchii	other
LABG_002286	Fructilactobacillus	Fructilactobacillus lindneri	other
LABG_002287	Secundilactobacillus	Secundilactobacillus paracollinoides	other
LABG_002288	Lacticaseibacillus	Lacticaseibacillus manihotivorans	other
LABG_002289	Lacticaseibacillus	Lacticaseibacillus pantheris	other
LABG_002290	Lacticaseibacillus	Lacticaseibacillus camelliae	other
LABG_002291	Fructilactobacillus	Fructilactobacillus florum	other
LABG_002292	Lacticaseibacillus	Lacticaseibacillus nasuensis	other
LABG_002293	Lactobacillus	Lactobacillus delbrueckii	other
LABG_002294	Lactobacillus	Lactobacillus kefiranofaciens	other
LABG_002295	Lentilactobacillus	Lentilactobacillus parafarraginis	other
LABG_002296	Limosilactobacillus	Limosilactobacillus equigenerosi	other
LABG_002297	Lentilactobacillus	Lentilactobacillus otakiensis	other
LABG_002298	Lentilactobacillus	Lentilactobacillus kisonensis	other
