genome_id	genus	species	source_type
LABG_004653	Levilactobacillus	Levilactobacillus brevis	food
LABG_004654	Weissella	Weissella muntiaci	food
LABG_004655	Leuconostoc	Leuconostoc litchii	food
LABG_004656	Leuconostoc	Leuconostoc citreum	other
LABG_004661	Paucilactobacillus	Paucilactobacillus nenjiangensis	food
LABG_004671	Weissella	Weissella paramesenteroides	animal
LABG_004675	Weissella	Weissella paramesenteroides	animal
LABG_004698	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_004699	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_004704	Lactobacillus	Lactobacillus crispatus	animal
LABG_004709	Lactobacillus	Lactobacillus crispatus	animal
LABG_004710	Lactobacillus	Lactobacillus crispatus	animal
LABG_004721	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_004726	Lapidilactobacillus	Lapidilactobacillus dextrinicus	food
LABG_004728	Lactobacillus	Lactobacillus acetotolerans	food
LABG_004735	Lactobacillus	Lactobacillus crispatus	human
LABG_004740	Latilactobacillus	Latilactobacillus graminis	food
LABG_004744	Lacticaseibacillus	Lacticaseibacillus manihotivorans	food
LABG_004745	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_004747	Limosilactobacillus	Limosilactobacillus fermentum	food
LABG_004749	Levilactobacillus	Levilactobacillus zymae	food
LABG_004750	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_004751	Furfurilactobacillus	Furfurilactobacillus rossiae	food
LABG_004756	Lactobacillus	Lactobacillus helveticus	food
LABG_004760	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004766	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004767	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004768	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004769	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004770	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004771	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004772	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004773	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004774	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004775	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004779	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_004781	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_004796	Companilactobacillus	Companilactobacillus mishanensis	other
LABG_004797	Companilactobacillus	Companilactobacillus mishanensis	other
LABG_004800	Companilactobacillus	Companilactobacillus halodurans	other
LABG_004801	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_004803	Limosilactobacillus	Limosilactobacillus reuteri_G	animal
LABG_004805	Limosilactobacillus	Limosilactobacillus reuteri_G	animal
LABG_004806	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_004808	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_004810	Limosilactobacillus	Limosilactobacillus sp011958095	animal
LABG_004811	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_004812	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_004813	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_004815	Loigolactobacillus	Loigolactobacillus bifermentans	food
LABG_004817	Limosilactobacillus	Limosilactobacillus walteri	animal
LABG_004824	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_004833	Leuconostoc	Leuconostoc lactis	human
LABG_004845	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_004865	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_004867	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_004868	Latilactobacillus	Latilactobacillus fragifolii	food
LABG_004869	Lacticaseibacillus	Lacticaseibacillus zhaodongensis	other
LABG_004871	Lactobacillus	Lactobacillus equicursoris	animal
LABG_004872	Lactobacillus	Lactobacillus absianus	animal
LABG_004875	Lactobacillus	Lactobacillus sp910589675	animal
LABG_004878	Secundilactobacillus	Secundilactobacillus folii	food
LABG_004886	Lactobacillus	Lactobacillus delbrueckii	food
LABG_004888	Lactobacillus	Lactobacillus acetotolerans	food
LABG_004889	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_004905	Lactobacillus	Lactobacillus sp946579245	animal
LABG_004906	Lactobacillus	Lactobacillus crispatus	animal
LABG_004909	Lactobacillus	Lactobacillus taiwanensis	animal
LABG_004910	Pediococcus	Pediococcus acidilactici	food
LABG_004911	Pediococcus	Pediococcus pentosaceus	other
LABG_004924	Pediococcus	Pediococcus acidilactici	food
LABG_004926	Pediococcus	Pediococcus acidilactici	food
LABG_004944	Pediococcus	Pediococcus acidilactici	food
LABG_005030	Lactiplantibacillus	Lactiplantibacillus pentosus	food
LABG_005031	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_005032	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_005039	Lactobacillus	Lactobacillus iners	human
LABG_005041	Lactobacillus	Lactobacillus crispatus	human
LABG_005048	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_005064	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_005065	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_005075	Furfurilactobacillus	Furfurilactobacillus milii_A	food
LABG_005076	Furfurilactobacillus	Furfurilactobacillus rossiae_B	food
LABG_005078	Weissella	Weissella cibaria	food
LABG_005079	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_005080	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_005085	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_005094	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_005138	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_005147	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_005162	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_005163	Lactobacillus	Lactobacillus crispatus	animal
LABG_005164	Ligilactobacillus	Ligilactobacillus animalis	animal
LABG_005168	Pediococcus	Pediococcus acidilactici	food
LABG_005172	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_005212	Lactobacillus	Lactobacillus sp910589675	other
LABG_005215	Lactobacillus	Lactobacillus iners	human
LABG_005216	Weissella	Weissella paramesenteroides	food
LABG_005220	Weissella	Weissella cibaria	food
LABG_005236	Weissella	Weissella confusa	food
LABG_005237	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_005238	Lactobacillus	Lactobacillus iners	human
LABG_005239	Lactobacillus	Lactobacillus iners	human
LABG_005240	Lactobacillus	Lactobacillus iners	human
LABG_005241	Lactobacillus	Lactobacillus iners	human
LABG_005242	Lactobacillus	Lactobacillus iners	human
LABG_005248	Weissella	Weissella coleopterorum	other
LABG_005253	Lactobacillus	Lactobacillus helveticus	other
LABG_005265	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_005270	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_005283	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_005288	Weissella	Weissella thailandensis	food
LABG_005296	Ligilactobacillus	Ligilactobacillus agilis	other
LABG_005297	Ligilactobacillus	Ligilactobacillus agilis	other
LABG_005298	Ligilactobacillus	Ligilactobacillus agilis	other
LABG_005299	Ligilactobacillus	Ligilactobacillus agilis	other
LABG_005300	Ligilactobacillus	Ligilactobacillus agilis	other
LABG_005301	Ligilactobacillus	Ligilactobacillus agilis	other
LABG_005302	Ligilactobacillus	Ligilactobacillus agilis	other
LABG_005306	Levilactobacillus	Levilactobacillus tujiorum	food
LABG_005307	Levilactobacillus	Levilactobacillus tujiorum	food
LABG_005309	Fructobacillus	Fructobacillus tropaeoli	food
LABG_005312	Lactobacillus	Lactobacillus gallinarum	animal
LABG_005313	Lactobacillus	Lactobacillus johnsonii	animal
LABG_005314	Lactobacillus	Lactobacillus amylovorus	animal
LABG_005316	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_005317	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005318	Limosilactobacillus		animal
LABG_005319	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_005320	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_005321	Lactobacillus	Lactobacillus acetotolerans	other
LABG_005330	Limosilactobacillus	Limosilactobacillus reuteri_G	food
LABG_005331	Limosilactobacillus	Limosilactobacillus reuteri_G	food
LABG_005344	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_005347	Lentilactobacillus	Lentilactobacillus kribbianus	animal
LABG_005349	Pediococcus	Pediococcus acidilactici	food
LABG_005394	Lactobacillus	Lactobacillus helveticus	other
LABG_005419	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_005420	Bombilactobacillus	Bombilactobacillus mellis_A	animal
LABG_005421	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_005422	Lactobacillus	Lactobacillus melliventris	animal
LABG_005423	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_005424	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_005429	Lacticaseibacillus	Lacticaseibacillus rhamnosus	animal
LABG_005431	Bombilactobacillus	Bombilactobacillus apium	animal
LABG_005433	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005434	Furfurilactobacillus	Furfurilactobacillus rossiae	animal
LABG_005446	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005450	Lacticaseibacillus	Lacticaseibacillus absianus	animal
LABG_005453	Limosilactobacillus	Limosilactobacillus mucosae	human
LABG_005466	Lactobacillus	Lactobacillus crispatus	human
LABG_005469	Limosilactobacillus	Limosilactobacillus alvi	animal
LABG_005470	Lactobacillus	Lactobacillus johnsonii_A	animal
LABG_005471	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005472	Lactobacillus	Lactobacillus crispatus	animal
LABG_005473	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_005474	Ligilactobacillus	Ligilactobacillus saerimneri	animal
LABG_005475	Bombilactobacillus	Bombilactobacillus bombi_A	food
LABG_005477	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_005480	Lactobacillus	Lactobacillus crispatus	food
LABG_005488	Leuconostoc	Leuconostoc lactis	food
LABG_005490	Lactobacillus	Lactobacillus sp910589675	food
LABG_005495	Levilactobacillus	Levilactobacillus suantsaii	other
LABG_005496	Latilactobacillus	Latilactobacillus sakei	other
LABG_005509	Limosilactobacillus	Limosilactobacillus agrestis	food
LABG_005510	Limosilactobacillus	Limosilactobacillus balticus	food
LABG_005511	Limosilactobacillus	Limosilactobacillus balticus	animal
LABG_005518	Lactobacillus	Lactobacillus kimbladii_B	animal
LABG_005519	Apilactobacillus	Apilactobacillus nanyangensis	animal
LABG_005520	Lactobacillus	Lactobacillus apis	animal
LABG_005521	Lactobacillus	Lactobacillus helsingborgensis	animal
LABG_005523	Lactobacillus	Lactobacillus melliventris	animal
LABG_005524	Lactobacillus	Lactobacillus kullabergensis	animal
LABG_005525	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005526	Limosilactobacillus	Limosilactobacillus caviae	human
LABG_005527	Weissella	Weissella diestrammenae	food
LABG_005529	Fructobacillus	Fructobacillus fructosus	other
LABG_005530	Lactobacillus	Lactobacillus sp014522305	food
LABG_005531	Lactobacillus	Lactobacillus sp014522325	food
LABG_005533	Leuconostoc	Leuconostoc pseudomesenteroides	other
LABG_005538	Leuconostoc	Leuconostoc falkenbergense	other
LABG_005543	Pediococcus	Pediococcus parvulus	other
LABG_005553	Limosilactobacillus	Limosilactobacillus agrestis	other
LABG_005554	Lactobacillus		food
LABG_005555	Lactobacillus	Lactobacillus agrestimuris	other
LABG_005556	Lactobacillus	Lactobacillus delbrueckii	human
LABG_005558	Limosilactobacillus	Limosilactobacillus walteri	food
LABG_005559	Limosilactobacillus	Limosilactobacillus agrestimuris	animal
LABG_005561	Limosilactobacillus	Limosilactobacillus urinaemulieris	human
LABG_005563	Lactobacillus	Lactobacillus sp945980025	animal
LABG_005564	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005565	Leuconostoc	Leuconostoc citreum	food
LABG_005570	Lactobacillus	Lactobacillus sp945980025	other
LABG_005574	Ligilactobacillus	Ligilactobacillus agilis	food
LABG_005576	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_005580	Pediococcus	Pediococcus acidilactici	food
LABG_005584	Lactobacillus	Lactobacillus crispatus	animal
LABG_005585	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005589	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_005591	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_005598	Leuconostoc	Leuconostoc citreum	food
LABG_005600	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_005606	Lacticaseibacillus	Lacticaseibacillus casei	food
LABG_005622	Leuconostoc	Leuconostoc lactis	human
LABG_005623	Weissella	Weissella cibaria	human
LABG_005631	Leuconostoc	Leuconostoc lactis_A	human
LABG_005635	Pediococcus	Pediococcus acidilactici	human
LABG_005640	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_005647	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_005650	Lactobacillus	Lactobacillus sp910589675	human
LABG_005653	Companilactobacillus	Companilactobacillus futsaii	human
LABG_005663	Pediococcus	Pediococcus pentosaceus	food
LABG_005672	Pediococcus	Pediococcus pentosaceus	animal
LABG_005686	Weissella	Weissella paramesenteroides	food
LABG_005687	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_005712	Lactobacillus	Lactobacillus helsingborgensis	animal
LABG_005715	Lactobacillus	Lactobacillus juensis	animal
LABG_005720	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_005721	Lactobacillus	Lactobacillus apis	animal
LABG_005722	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_005723	Lactobacillus	Lactobacillus huangpiensis	animal
LABG_005726	Lactobacillus	Lactobacillus apis_A	animal
LABG_005727	Lactobacillus	Lactobacillus melliventris	animal
LABG_005728	Lactobacillus	Lactobacillus apis	animal
LABG_005729	Bombilactobacillus	Bombilactobacillus mellifer	animal
LABG_005732	Leuconostoc	Leuconostoc pseudomesenteroides	other
LABG_005735	Pediococcus	Pediococcus acidilactici	other
LABG_005736	Pediococcus	Pediococcus acidilactici	other
LABG_005737	Pediococcus	Pediococcus pentosaceus	other
LABG_005738	Lactobacillus	Lactobacillus crispatus	animal
LABG_005739	Lactobacillus	Lactobacillus crispatus	animal
LABG_005740	Lactobacillus	Lactobacillus crispatus	animal
LABG_005741	Lactobacillus	Lactobacillus crispatus	animal
LABG_005742	Lactobacillus	Lactobacillus crispatus	animal
LABG_005743	Lactobacillus	Lactobacillus crispatus	animal
LABG_005745	Lactobacillus	Lactobacillus crispatus	animal
LABG_005755	Lactobacillus	Lactobacillus amylovorus	other
LABG_005756	Lactobacillus	Lactobacillus sp910589675	other
LABG_005763	Weissella	Weissella confusa	human
LABG_005771	Weissella	Weissella confusa	human
LABG_005782	Weissella	Weissella confusa	food
LABG_005783	Weissella	Weissella confusa	food
LABG_005788	Weissella	Weissella confusa	food
LABG_005799	Weissella	Weissella confusa	food
LABG_005805	Companilactobacillus	Companilactobacillus farciminis	other
LABG_005807	Companilactobacillus	Companilactobacillus futsaii	other
LABG_005809	Lactobacillus	Lactobacillus nasalidis	other
LABG_005812	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_005816	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_005817	Lactobacillus	Lactobacillus ultunensis	human
LABG_005819	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_005821	Limosilactobacillus	Limosilactobacillus sp011958095	animal
LABG_005824	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_005825	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005826	Lactobacillus	Lactobacillus gallinarum	animal
LABG_005827	Lactobacillus	Lactobacillus kitasatonis	animal
LABG_005828	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005829	Companilactobacillus	Companilactobacillus zhachilii	food
LABG_005839	Lentilactobacillus	Lentilactobacillus fungorum	food
LABG_005843	Lacticaseibacillus	Lacticaseibacillus suibinensis	other
LABG_005844	Secundilactobacillus	Secundilactobacillus yichangensis	other
LABG_005845	Levilactobacillus	Levilactobacillus wangkuiensis	other
LABG_005847	Levilactobacillus	Levilactobacillus lanxiensis	other
LABG_005849	Levilactobacillus	Levilactobacillus andaensis	other
LABG_005851	Lacticaseibacillus	Lacticaseibacillus mingshuiensis	other
LABG_005853	Lacticaseibacillus	Lacticaseibacillus sp016861825	other
LABG_005856	Apilactobacillus	Apilactobacillus nanyangensis	other
LABG_005857	Apilactobacillus	Apilactobacillus nanyangensis	other
LABG_005858	Limosilactobacillus	Limosilactobacillus fermentum	other
LABG_005861	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_005865	Pediococcus	Pediococcus acidilactici	food
LABG_005870	Limosilactobacillus	Limosilactobacillus alvi	animal
LABG_005871	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_005872	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_005873	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005874	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_005875	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_005876	Lactobacillus	Lactobacillus delbrueckii	food
LABG_005877	Lactobacillus	Lactobacillus crispatus	animal
LABG_005879	Limosilactobacillus	Limosilactobacillus intestinavium	animal
LABG_005880	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005881	Lactobacillus	Lactobacillus gallinarum	animal
LABG_005882	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_005883	Lactobacillus	Lactobacillus gallinarum	animal
LABG_005884	Periweissella	Periweissella beninensis	other
LABG_005885	Leuconostoc	Leuconostoc rapi	other
LABG_005886	Weissella	Weissella uvarum	other
LABG_005887	Limosilactobacillus	Limosilactobacillus fermentum	animal
LABG_005889	Limosilactobacillus	Limosilactobacillus mucosae	other
LABG_005891	Leuconostoc	Leuconostoc falkenbergense	other
LABG_005910	Lactobacillus	Lactobacillus helveticus	food
LABG_005912	Lactobacillus	Lactobacillus acetotolerans	food
LABG_005913	Ligilactobacillus	Ligilactobacillus excrementavium	food
LABG_005934	Lactobacillus	Lactobacillus paragasseri	human
LABG_005939	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_005948	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_005952	Lactobacillus	Lactobacillus crispatus	food
LABG_005956	Gallilactobacillus	Gallilactobacillus intestinavium	other
LABG_005958	Lactiplantibacillus	Lactiplantibacillus pentosus	food
LABG_005963	Lactobacillus	Lactobacillus colini	other
LABG_005964	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_005965	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_005966	Limosilactobacillus	Limosilactobacillus pontis	animal
LABG_005967	Lactobacillus	Lactobacillus gallinarum	animal
LABG_005968	Lactobacillus	Lactobacillus johnsonii	animal
LABG_005969	Lactobacillus	Lactobacillus crispatus	animal
LABG_005970	Lactobacillus	Lactobacillus taiwanensis	animal
LABG_005971	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_005975	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_005987	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_005990	Weissella	Weissella minor	animal
LABG_005991	Leuconostoc	Leuconostoc suionicum	animal
LABG_005992	Leuconostoc	Leuconostoc mesenteroides	animal
LABG_005996	Lactiplantibacillus	Lactiplantibacillus plantarum	animal
LABG_006004	Levilactobacillus	Levilactobacillus brevis	animal
LABG_006006	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_006008	Lactobacillus	Lactobacillus corticis	food
LABG_006024	Limosilactobacillus	Limosilactobacillus fermentum	other
LABG_006029	Ligilactobacillus	Ligilactobacillus ruminis	other
LABG_006031	Weissella	Weissella ceti	other
LABG_006038	Lactobacillus	Lactobacillus helveticus	other
LABG_006039	Fructobacillus	Fructobacillus papyriferae	other
LABG_006040	Fructobacillus	Fructobacillus papyrifericola	other
LABG_006041	Fructobacillus	Fructobacillus parabroussonetiae	other
LABG_006042	Fructobacillus	Fructobacillus broussonetiae	other
LABG_006043	Latilactobacillus	Latilactobacillus sakei	human
LABG_006044	Pediococcus	Pediococcus acidilactici	food
LABG_006049	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_006061	Levilactobacillus	Levilactobacillus brevis	other
LABG_006173	Lactobacillus	Lactobacillus delbrueckii	other
LABG_006254	Limosilactobacillus	Limosilactobacillus fermentum	food
LABG_006260	Limosilactobacillus	Limosilactobacillus fermentum	food
LABG_006262	Paralactobacillus_A	Paralactobacillus_A gallistercoris	other
LABG_006263	Limosilactobacillus	Limosilactobacillus merdavium	other
LABG_006264	Limosilactobacillus	Limosilactobacillus fermentum	animal
LABG_006265	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_006272	Ligilactobacillus	Ligilactobacillus saerimneri	food
LABG_006273	Lactobacillus	Lactobacillus sp945980025	food
LABG_006283	Lactobacillus	Lactobacillus crispatus	human
LABG_006284	Lactiplantibacillus	Lactiplantibacillus pentosus	food
LABG_006294	Lactiplantibacillus	Lactiplantibacillus pentosus	food
LABG_006295	Leuconostoc	Leuconostoc citreum	food
LABG_006300	Levilactobacillus	Levilactobacillus brevis	food
LABG_006321	Leuconostoc	Leuconostoc lactis	food
LABG_006322	Weissella	Weissella cibaria	food
LABG_006323	Weissella	Weissella sagaensis	food
LABG_006332	Leuconostoc	Leuconostoc mesenteroides	food
LABG_006335	Apilactobacillus	Apilactobacillus waqarii	food
LABG_006336	Lentilactobacillus	Lentilactobacillus dabitei	food
LABG_006338	Lacticaseibacillus	Lacticaseibacillus casei	food
LABG_006339	Limosilactobacillus	Limosilactobacillus merdipullorum	other
LABG_006340	Levilactobacillus	Levilactobacillus faecigallinarum	other
LABG_006341	Ligilactobacillus	Ligilactobacillus pabuli	other
LABG_006345	Ligilactobacillus	Ligilactobacillus excrementavium	other
LABG_006347	Limosilactobacillus	Limosilactobacillus intestinavium	other
LABG_006372	Nicoliella	Nicoliella sp019303535	food
LABG_006373	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_006383	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_006387	Lactobacillus	Lactobacillus iners	human
LABG_006388	Lactobacillus	Lactobacillus iners	human
LABG_006391	Lactobacillus	Lactobacillus iners	human
LABG_006392	Lactobacillus	Lactobacillus iners	human
LABG_006393	Lactobacillus	Lactobacillus iners	human
LABG_006395	Limosilactobacillus	Limosilactobacillus pulli	other
LABG_006396	Leuconostoc	Leuconostoc gasicomitatum	other
LABG_006400	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_006401	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_006403	Lactobacillus	Lactobacillus helveticus	food
LABG_006405	Lactobacillus	Lactobacillus helveticus	food
LABG_006406	Lactobacillus	Lactobacillus helveticus	food
LABG_006410	Lactobacillus	Lactobacillus helveticus	food
LABG_006413	Lactobacillus	Lactobacillus helveticus	food
LABG_006418	Lactobacillus	Lactobacillus johnsonii	human
LABG_006419	Lactobacillus	Lactobacillus panisapium	animal
LABG_006420	Lactobacillus	Lactobacillus panisapium	animal
LABG_006421	Lactobacillus	Lactobacillus panisapium	animal
LABG_006422	Lactobacillus	Lactobacillus panisapium	animal
LABG_006426	Apilactobacillus	Apilactobacillus kunkeei	other
LABG_006428	Weissella	Weissella confusa	animal
LABG_006429	Lactobacillus	Lactobacillus delbrueckii	food
LABG_006431	Pediococcus	Pediococcus acidilactici	food
LABG_006437	Weissella	Weissella viridescens	food
LABG_006447	Leuconostoc	Leuconostoc miyukkimchii	other
LABG_006450	Apilactobacillus	Apilactobacillus zhangqiuensis	other
LABG_006451	Apilactobacillus	Apilactobacillus xinyiensis	other
LABG_006453	Levilactobacillus	Levilactobacillus brevis	food
LABG_006458	Limosilactobacillus	Limosilactobacillus panis_A	food
LABG_006459	Levilactobacillus	Levilactobacillus brevis	food
LABG_006484	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_006486	Lactobacillus	Lactobacillus helsingborgensis	other
LABG_006488	Lactobacillus	Lactobacillus laiwuensis	other
LABG_006489	Lactobacillus	Lactobacillus huangpiensis	other
LABG_006494	Limosilactobacillus	Limosilactobacillus reuteri	human
LABG_006495	Lactobacillus	Lactobacillus johnsonii	animal
LABG_006496	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_006497	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_006498	Lactobacillus	Lactobacillus sp946579245	animal
LABG_006499	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_006507	Leuconostoc	Leuconostoc gasicomitatum	food
LABG_006509	Leuconostoc	Leuconostoc gasicomitatum	food
LABG_006512	Leuconostoc	Leuconostoc gasicomitatum	food
LABG_006517	Leuconostoc	Leuconostoc gasicomitatum	food
LABG_006519	Leuconostoc	Leuconostoc gasicomitatum	food
LABG_006536	Leuconostoc	Leuconostoc gelidum	food
LABG_006537	Leuconostoc	Leuconostoc gelidum	food
LABG_006538	Leuconostoc	Leuconostoc gelidum	food
LABG_006539	Leuconostoc	Leuconostoc gelidum	food
LABG_006540	Leuconostoc	Leuconostoc gelidum	food
LABG_006543	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_006545	Lactobacillus	Lactobacillus amylovorus	food
LABG_006548	Lacticaseibacillus	Lacticaseibacillus kribbianus	animal
LABG_006550	Weissella	Weissella cibaria	food
LABG_006558	Lactiplantibacillus	Lactiplantibacillus plantarum	human
LABG_006560	Oenococcus	Oenococcus oeni	food
LABG_006561	Latilactobacillus	Latilactobacillus sakei	food
LABG_006566	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_006617	Weissella	Weissella viridescens	human
LABG_006620	Lentilactobacillus	Lentilactobacillus laojiaonis	food
LABG_006623	Leuconostoc	Leuconostoc lactis	human
LABG_006631	Lapidilactobacillus	Lapidilactobacillus dextrinicus	other
LABG_006633	Levilactobacillus	Levilactobacillus namurensis	food
LABG_006638	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_006641	Companilactobacillus	Companilactobacillus farciminis	other
LABG_006643	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_006645	Limosilactobacillus	Limosilactobacillus ingluviei	other
LABG_006647	Weissella	Weissella sagaensis	food
LABG_006648	Limosilactobacillus	Limosilactobacillus reuteri_H	other
LABG_006651	Limosilactobacillus	Limosilactobacillus reuteri_I	other
LABG_006652	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_006653	Limosilactobacillus		animal
LABG_006657	Limosilactobacillus	Limosilactobacillus reuteri_J	animal
LABG_006659	Limosilactobacillus	Limosilactobacillus reuteri_I	other
LABG_006661	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_006663	Limosilactobacillus	Limosilactobacillus sp011958095	animal
LABG_006665	Limosilactobacillus	Limosilactobacillus rodentium	other
LABG_006666	Limosilactobacillus	Limosilactobacillus reuteri_I	other
LABG_006669	Limosilactobacillus	Limosilactobacillus reuteri_I	other
LABG_006672	Limosilactobacillus	Limosilactobacillus reuteri_F	other
LABG_006678	Limosilactobacillus	Limosilactobacillus reuteri_I	other
LABG_006679	Limosilactobacillus	Limosilactobacillus reuteri_H	other
LABG_006683	Limosilactobacillus	Limosilactobacillus reuteri_I	other
LABG_006685	Limosilactobacillus	Limosilactobacillus reuteri_J	other
